institute,branch,seat_type,gender,or,cr,year,course,course_id
Indian Institute  of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7606,9779,2021,"Indian Institute  of Technology Patna_Mechanical Engineering (4 Years, Bachelor of Technology)",144
Indian Institute  of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,13155,14216,2021,"Indian Institute  of Technology Patna_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",285
Indian Institute  of Technology Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,neutral,10314,15122,2021,"Indian Institute  of Technology Roorkee_Architecture  (5 Years, Bachelor of Architecture)",146
Indian Institute  of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OPEN,neutral,6781,7326,2021,"Indian Institute  of Technology Roorkee_Biosciences and Bioengineering (4 Years, Bachelor of Technology)",315
Indian Institute  of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3472,4724,2021,"Indian Institute  of Technology Roorkee_Chemical Engineering (4 Years, Bachelor of Technology)",148
Indian Institute  of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,5347,10486,2021,"Indian Institute  of Technology Roorkee_Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",316
Indian Institute  of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4215,6418,2021,"Indian Institute  of Technology Roorkee_Civil Engineering (4 Years, Bachelor of Technology)",149
Indian Institute  of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,32,414,2021,"Indian Institute  of Technology Roorkee_Computer Science and Engineering (4 Years, Bachelor of Technology)",150
Indian Institute  of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,4529,6308,2021,"Indian Institute  of Technology Roorkee_Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",317
Indian Institute  of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1500,2074,2021,"Indian Institute  of Technology Roorkee_Electrical Engineering (4 Years, Bachelor of Technology)",151
Indian Institute  of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,734,1421,2021,"Indian Institute  of Technology Roorkee_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",152
Indian Institute  of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,2451,4541,2021,"Indian Institute  of Technology Roorkee_Engineering Physics (4 Years, Bachelor of Technology)",153
Indian Institute  of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",OPEN,neutral,9019,9941,2021,"Indian Institute  of Technology Roorkee_Geological Technology (5 Years, Integrated Master of Technology)",154
Indian Institute  of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",OPEN,neutral,7481,8928,2021,"Indian Institute  of Technology Roorkee_Geophysical Technology (5 Years, Integrated Master of Technology)",155
Indian Institute  of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,1336,1589,2021,"Indian Institute  of Technology Roorkee_Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",318
Indian Institute  of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2246,3759,2021,"Indian Institute  of Technology Roorkee_Mechanical Engineering (4 Years, Bachelor of Technology)",156
Indian Institute  of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6010,6950,2021,"Indian Institute  of Technology Roorkee_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",157
Indian Institute  of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,5972,7699,2021,"Indian Institute  of Technology Roorkee_Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",319
Indian Institute  of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4333,5608,2021,"Indian Institute  of Technology Roorkee_Production and Industrial Engineering (4 Years, Bachelor of Technology)",159
Indian Institute  of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",OPEN,neutral,14123,14911,2021,"Indian Institute  of Technology (ISM) Dhanbad_Applied Geology (5 Years, Integrated Master of Technology)",245
Indian Institute  of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",OPEN,neutral,13827,14804,2021,"Indian Institute  of Technology (ISM) Dhanbad_Applied Geophysics (5 Years, Integrated Master of Technology)",246
Indian Institute  of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8480,10397,2021,"Indian Institute  of Technology (ISM) Dhanbad_Chemical Engineering (4 Years, Bachelor of Technology)",247
Indian Institute  of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,9510,10943,2021,"Indian Institute  of Technology (ISM) Dhanbad_Civil Engineering (4 Years, Bachelor of Technology)",248
Indian Institute  of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,907,2968,2021,"Indian Institute  of Technology (ISM) Dhanbad_Computer Science and Engineering (4 Years, Bachelor of Technology)",249
Indian Institute  of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5054,6933,2021,"Indian Institute  of Technology (ISM) Dhanbad_Electrical Engineering (4 Years, Bachelor of Technology)",251
Indian Institute  of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3224,5047,2021,"Indian Institute  of Technology (ISM) Dhanbad_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",252
Indian Institute  of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,7059,9421,2021,"Indian Institute  of Technology (ISM) Dhanbad_Engineering Physics (4 Years, Bachelor of Technology)",254
Indian Institute  of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,11823,14199,2021,"Indian Institute  of Technology (ISM) Dhanbad_Environmental Engineering (4 Years, Bachelor of Technology)",255
Indian Institute  of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",OPEN,neutral,3233,4521,2021,"Indian Institute  of Technology (ISM) Dhanbad_Mathematics and Computing (5 Years, Integrated Master of Technology)",256
Indian Institute  of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6151,8826,2021,"Indian Institute  of Technology (ISM) Dhanbad_Mechanical Engineering (4 Years, Bachelor of Technology)",257
Indian Institute  of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10005,12680,2021,"Indian Institute  of Technology (ISM) Dhanbad_Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",297
Indian Institute  of Technology (ISM) Dhanbad,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,neutral,9647,13181,2021,"Indian Institute  of Technology (ISM) Dhanbad_Mining Engineering  (4 Years, Bachelor of Technology)",259
Indian Institute  of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12364,14047,2021,"Indian Institute  of Technology (ISM) Dhanbad_Mining Machinery Engineering (4 Years, Bachelor of Technology)",260
Indian Institute  of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8401,11387,2021,"Indian Institute  of Technology (ISM) Dhanbad_Petroleum Engineering (4 Years, Bachelor of Technology)",261
Indian Institute  of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8136,9702,2021,"Indian Institute  of Technology Ropar_Chemical Engineering (4 Years, Bachelor of Technology)",262
Indian Institute  of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8756,10426,2021,"Indian Institute  of Technology Ropar_Civil Engineering (4 Years, Bachelor of Technology)",177
Indian Institute  of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1032,1876,2021,"Indian Institute  of Technology Ropar_Computer Science and Engineering (4 Years, Bachelor of Technology)",178
Indian Institute  of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3365,5136,2021,"Indian Institute  of Technology Ropar_Electrical Engineering (4 Years, Bachelor of Technology)",179
Indian Institute  of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,1887,2740,2021,"Indian Institute  of Technology Ropar_Mathematics and Computing (4 Years, Bachelor of Technology)",286
Indian Institute  of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5933,8012,2021,"Indian Institute  of Technology Ropar_Mechanical Engineering (4 Years, Bachelor of Technology)",180
Indian Institute  of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10365,12187,2021,"Indian Institute  of Technology Ropar_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",273
Indian Institute  of Technology (BHU) Varanasi,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,neutral,17493,19015,2021,"Indian Institute  of Technology (BHU) Varanasi_Architecture  (5 Years, Bachelor of Architecture)",287
Indian Institute  of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,12088,13323,2021,"Indian Institute  of Technology (BHU) Varanasi_Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",182
Indian Institute  of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,9978,11785,2021,"Indian Institute  of Technology (BHU) Varanasi_Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",183
Indian Institute  of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10195,12412,2021,"Indian Institute  of Technology (BHU) Varanasi_Ceramic Engineering (4 Years, Bachelor of Technology)",184
Indian Institute  of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,13127,13537,2021,"Indian Institute  of Technology (BHU) Varanasi_Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",185
Indian Institute  of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5893,7791,2021,"Indian Institute  of Technology (BHU) Varanasi_Chemical Engineering (4 Years, Bachelor of Technology)",186
Indian Institute  of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6761,8775,2021,"Indian Institute  of Technology (BHU) Varanasi_Civil Engineering (4 Years, Bachelor of Technology)",187
Indian Institute  of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,8707,9618,2021,"Indian Institute  of Technology (BHU) Varanasi_Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",263
Indian Institute  of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,602,873,2021,"Indian Institute  of Technology (BHU) Varanasi_Computer Science and Engineering (4 Years, Bachelor of Technology)",189
Indian Institute  of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,903,1002,2021,"Indian Institute  of Technology (BHU) Varanasi_Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",190
Indian Institute  of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2678,3446,2021,"Indian Institute  of Technology (BHU) Varanasi_Electrical Engineering (4 Years, Bachelor of Technology)",191
Indian Institute  of Technology (BHU) Varanasi,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3512,4830,2021,"Indian Institute  of Technology (BHU) Varanasi_Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",192
Indian Institute  of Technology (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2027,2594,2021,"Indian Institute  of Technology (BHU) Varanasi_Electronics Engineering (4 Years, Bachelor of Technology)",193
Indian Institute  of Technology (BHU) Varanasi,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,6492,8150,2021,"Indian Institute  of Technology (BHU) Varanasi_Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",264
Indian Institute  of Technology (BHU) Varanasi,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,10503,12418,2021,"Indian Institute  of Technology (BHU) Varanasi_Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",265
